file	recordId	recordNumber	recordIndex	byteOffset	fieldIndex	tag	sourceFieldNumber	fieldByteOffset	indicatorIndex	subfieldIndex	problemByteOffset	reportLine	message
rsl03_z00.dat	001183069	1183195	1183194	1005832233	7	245	9	1005832456		1	1005832664	63	"Подполе 2 поля 245 имеет недопустимый код """"."
rsl03_z00.dat	001183069	1183195	1183194	1005832233	7	245	9	1005832456		2	1005832665	63	"Подполе 3 поля 245 имеет недопустимый код ""[""."
rsl03_z00.dat	001183094	1183220	1183219	1005849581	7	245	9	1005849804		1	1005850036	64	"Подполе 2 поля 245 имеет недопустимый код ""\u0010""."
rsl03_z00.dat	001183403	1183529	1183528	1006057169	7	245	9	1006057391		1	1006057818	65	"Подполе 2 поля 245 имеет недопустимый код ""#""."
rsl03_z00.dat	001183432	1183558	1183557	1006076384	7	245	9	1006076607		1	1006076872	66	"Подполе 2 поля 245 имеет недопустимый код """"."
rsl03_z00.dat	001183432	1183558	1183557	1006076384	7	245	9	1006076607		2	1006076873	66	"Подполе 3 поля 245 имеет недопустимый код ""[""."
rsl03_z00.dat	001183685	1183811	1183810	1006241880	7	245	9	1006242103		1	1006242320	67	"Подполе 2 поля 245 имеет недопустимый код ""A""."
rsl03_z00.dat	001183849	1183975	1183974	1006347341	8	245	10	1006347606		1	1006348002	68	"Подполе 2 поля 245 имеет недопустимый код ""=""."
rsl03_z00.dat	001184444	1184570	1184569	1006751756	8	245	10	1006752060		1	1006752263	70	"Подполе 2 поля 245 имеет недопустимый код ""B""."
rsl03_z00.dat	001184485	1184611	1184610	1006780923	7	245	9	1006781146		1	1006781435	71	"Подполе 2 поля 245 имеет недопустимый код "">""."
rsl03_z00.dat	001184582	1184708	1184707	1006845100	7	245	9	1006845323		1	1006845711	72	"Подполе 2 поля 245 имеет недопустимый код ""@""."
rsl03_z00.dat	001185427	1185552	1185551	1007422694	8	245	10	1007422952		1	1007423040	73	"Подполе 2 поля 245 имеет недопустимый код "":""."
rsl03_z00.dat	001185561	1185686	1185685	1007513302	7	245	9	1007513525		1	1007513700	74	"Подполе 2 поля 245 имеет недопустимый код ""\u0018""."
rsl03_z00.dat	001185948	1186073	1186072	1007766342	7	245	9	1007766565		1	1007766841	75	"Подполе 2 поля 245 имеет недопустимый код ""G""."
rsl03_z00.dat	001185998	1186123	1186122	1007799537	7	245	9	1007799760		1	1007799991	76	"Подполе 2 поля 245 имеет недопустимый код ""\u001c""."
rsl03_z00.dat	001187102	1187227	1187226	1008552462	8	245	10	1008552715		2	1008552919	77	"Подполе 3 поля 245 имеет недопустимый код ""\u001b""."
rsl03_z00.dat	001189270	1189392	1189391	1009993449	9	260	11	1009993955		0	1009993967	78	"Подполе 1 поля 260 имеет недопустимый код ""!""."
rsl03_z00.dat	001189469	1189591	1189590	1010125241	7	100	9	1010125481		0	1010125493	80	"Подполе 1 поля 100 имеет недопустимый код """"."
rsl03_z00.dat	001189469	1189591	1189590	1010125241	7	100	9	1010125481		1	1010125494	80	"Подполе 2 поля 100 имеет недопустимый код ""Ð""."
rsl03_z00.dat	001190089	1190119	1190118	1010474484	8	260	10	1010474918		0	1010474930	82	"Подполе 1 поля 260 имеет недопустимый код ""\u001c""."
rsl03_z00.dat	001191510	1191540	1191539	1011427935	8	100	10	1011428201		0	1011428213	84	"Подполе 1 поля 100 имеет недопустимый код ""\u0014""."
rsl03_z00.dat	001191712	1191743	1191742	1011564208	7	100	9	1011564431		0	1011564443	85	"Подполе 1 поля 100 имеет недопустимый код ""G""."
rsl03_z00.dat	001194834	1194864	1194863	1013682505	9	260	11	1013682987		1	1013683009	86	"Подполе 2 поля 260 имеет недопустимый код ""\""""."
rsl03_z00.dat	001198281	1198312	1198311	1015866122	8	260	10	1015866619		2	1015866730	351	"Подполе 3 поля 260 имеет недопустимый код ""A""."
rsl03_z00.dat	001199201	1199231	1199230	1016433906	9	300	11	1016434396		1	1016434418	353	"Подполе 2 поля 300 имеет недопустимый код ""A""."
rsl03_z00.dat	001200132	1200162	1200161	1017027449	7	245	9	1017027672		1	1017027907	354	"Подполе 2 поля 245 имеет недопустимый код ""=""."
rsl03_z00.dat	001200133	1200163	1200162	1017028123	7	245	9	1017028346		1	1017028483	355	"Подполе 2 поля 245 имеет недопустимый код ""=""."
rsl03_z00.dat	001202147	1202177	1202176	1018268277	11	300	13	1018268773		1	1018268795	357	"Подполе 2 поля 300 имеет недопустимый код ""A""."
rsl03_z00.dat	001204193	1204223	1204222	1019575682	7	245	9	1019575905		1	1019576142	361	"Подполе 2 поля 245 имеет недопустимый код ""A""."
rsl03_z00.dat	001204624	1204654	1204653	1019846197	16	337	19	1019846880		2	1019846910	365	"Подполе 3 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204625	1204655	1204654	1019846911	19	336	22	1019847930		1	1019847962	366	"Подполе 2 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001204632	1204662	1204661	1019857597	10	245	12	1019857941		1	1019858005	373	"Подполе 2 поля 245 имеет недопустимый код """"."
rsl03_z00.dat	001204632	1204662	1204661	1019857597	18	337	21	1019858321		1	1019858351	373	"Подполе 2 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204662	1204692	1204691	1019898890	12	300	14	1019899361		1	1019899406	403	"Подполе 2 поля 300 имеет недопустимый код """"."
rsl03_z00.dat	001204668	1204698	1204697	1019906955	12	300	14	1019907519		0	1019907553	409	"Подполе 1 поля 300 имеет недопустимый код """"."
rsl03_z00.dat	001204669	1204699	1204698	1019908397	13	490	15	1019908881		1	1019908903	410	"Подполе 2 поля 490 имеет недопустимый код """"."
rsl03_z00.dat	001204672	1204702	1204701	1019912862	11	300	13	1019913199		2	1019913227	413	"Подполе 3 поля 300 имеет недопустимый код """"."
rsl03_z00.dat	001204673	1204703	1204702	1019914106	12	500	14	1019914669		7	1019914796	414	"Подполе 8 поля 500 имеет недопустимый код """"."
rsl03_z00.dat	001204677	1204707	1204706	1019918796	13	504	15	1019919393		0	1019919423	418	"Подполе 1 поля 504 имеет недопустимый код """"."
rsl03_z00.dat	001204682	1204712	1204711	1019924176	12	300	14	1019924635		0	1019924665	423	"Подполе 1 поля 300 имеет недопустимый код """"."
rsl03_z00.dat	001204685	1204715	1204714	1019927713	11	300	13	1019928153		1	1019928193	426	"Подполе 2 поля 300 имеет недопустимый код """"."
rsl03_z00.dat	001204706	1204736	1204735	1019962676	16	336	19	1019963506		0	1019963537	447	"Подполе 1 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001204729	1204759	1204758	1019996112	10	260	12	1019996828		0	1019996870	470	"Подполе 1 поля 260 имеет недопустимый код """"."
rsl03_z00.dat	001204732	1204762	1204761	1019999154	8	041	10	1019999468		1	1019999484	473	"Подполе 2 поля 041 имеет недопустимый код """"."
rsl03_z00.dat	001204736	1204766	1204765	1020004944	8	080	10	1020005226		1	1020005242	477	"Подполе 2 поля 080 имеет недопустимый код """"."
rsl03_z00.dat	001204738	1204768	1204767	1020007644	22	337	25	1020008786		1	1020008816	479	"Подполе 2 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204740	1204770	1204769	1020010180	12	300	14	1020010636		0	1020010666	481	"Подполе 1 поля 300 имеет недопустимый код """"."
rsl03_z00.dat	001204750	1204780	1204779	1020022990	14	300	16	1020023526		0	1020023565	491	"Подполе 1 поля 300 имеет недопустимый код """"."
rsl03_z00.dat	001204752	1204782	1204781	1020025682	19	337	22	1020026590		1	1020026620	493	"Подполе 2 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204753	1204783	1204782	1020026621	15	490	17	1020027209		0	1020027231	494	"Подполе 1 поля 490 имеет недопустимый код """"."
rsl03_z00.dat	001204759	1204789	1204788	1020032654	19	336	22	1020033860		0	1020033889	500	"Подполе 1 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001204761	1204791	1204790	1020034754	13	520	15	1020035272		5	1020035362	502	"Подполе 6 поля 520 имеет недопустимый код """"."
rsl03_z00.dat	001204763	1204793	1204792	1020036448	16	336	19	1020037216		1	1020037248	504	"Подполе 2 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001204765	1204795	1204794	1020038597	18	337	21	1020039511		1	1020039541	506	"Подполе 2 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204769	1204799	1204798	1020043112	17	650	19	1020043856		1	1020043892	510	"Подполе 2 поля 650 имеет недопустимый код """"."
rsl03_z00.dat	001204777	1204807	1204806	1020052128	18	337	21	1020052872		1	1020052901	518	"Подполе 2 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204785	1204815	1204814	1020061036	14	650	16	1020061556		4	1020061622	526	"Подполе 5 поля 650 имеет недопустимый код """"."
rsl03_z00.dat	001204787	1204817	1204816	1020062878	13	300	15	1020063386		0	1020063415	528	"Подполе 1 поля 300 имеет недопустимый код """"."
rsl03_z00.dat	001204793	1204823	1204822	1020070963	16	336	19	1020071733		1	1020071765	534	"Подполе 2 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001204802	1204832	1204831	1020083152	12	490	14	1020083657		2	1020083722	543	"Подполе 3 поля 490 имеет недопустимый код """"."
rsl03_z00.dat	001204806	1204836	1204835	1020088181	18	337	21	1020089005		1	1020089033	547	"Подполе 2 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204808	1204838	1204837	1020089963	18	336	21	1020091057		0	1020091086	549	"Подполе 1 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001204809	1204839	1204838	1020091116	19	337	22	1020092246		1	1020092274	550	"Подполе 2 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204813	1204843	1204842	1020095537	10	260	12	1020095930		0	1020095972	554	"Подполе 1 поля 260 имеет недопустимый код """"."
rsl03_z00.dat	001204821	1204851	1204850	1020103914	17	336	20	1020104902		0	1020104933	562	"Подполе 1 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001204826	1204856	1204855	1020110526	12	490	14	1020110993		2	1020111023	567	"Подполе 3 поля 490 имеет недопустимый код """"."
rsl03_z00.dat	001204831	1204861	1204860	1020116676	18	336	21	1020117671		0	1020117700	572	"Подполе 1 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001204838	1204868	1204867	1020126779	14	650	16	1020127301		4	1020127366	579	"Подполе 5 поля 650 имеет недопустимый код """"."
rsl03_z00.dat	001204850	1204880	1204879	1020140728	15	650	17	1020141447		0	1020141503	591	"Подполе 1 поля 650 имеет недопустимый код """"."
rsl03_z00.dat	001204851	1204881	1204880	1020141664	10	260	12	1020142020		0	1020142057	592	"Подполе 1 поля 260 имеет недопустимый код """"."
rsl03_z00.dat	001204852	1204882	1204881	1020142654	10	260	12	1020143010		0	1020143047	593	"Подполе 1 поля 260 имеет недопустимый код """"."
rsl03_z00.dat	001204855	1204885	1204884	1020145259	10	260	12	1020145594		0	1020145613	596	"Подполе 1 поля 260 имеет недопустимый код """"."
rsl03_z00.dat	001204863	1204893	1204892	1020154799	15	520	17	1020155420		5	1020155493	604	"Подполе 6 поля 520 имеет недопустимый код """"."
rsl03_z00.dat	001204875	1204905	1204904	1020168824	19	337	22	1020169760		0	1020169789	616	"Подполе 1 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204879	1204909	1204908	1020173359	13	490	15	1020173910		3	1020173976	620	"Подполе 4 поля 490 имеет недопустимый код """"."
rsl03_z00.dat	001204881	1204911	1204910	1020177199	13	490	15	1020177762		0	1020177789	622	"Подполе 1 поля 490 имеет недопустимый код """"."
rsl03_z00.dat	001204883	1204913	1204912	1020179718	19	337	22	1020180780		1	1020180810	624	"Подполе 2 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204884	1204914	1204913	1020180811	12	490	14	1020181280		2	1020181310	625	"Подполе 3 поля 490 имеет недопустимый код """"."
rsl03_z00.dat	001204889	1204919	1204918	1020186904	16	336	19	1020188054		2	1020188085	630	"Подполе 3 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001204891	1204921	1204920	1020189352	22	337	25	1020190534		0	1020190561	632	"Подполе 1 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204911	1204941	1204940	1020216545	9	245	11	1020216854		0	1020216872	652	"Подполе 1 поля 245 имеет недопустимый код """"."
rsl03_z00.dat	001204918	1204948	1204947	1020225631	21	337	24	1020227310		1	1020227338	659	"Подполе 2 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204930	1204960	1204959	1020242657	15	490	17	1020243221		0	1020243236	671	"Подполе 1 поля 490 имеет недопустимый код """"."
rsl03_z00.dat	001204938	1204968	1204967	1020252778	18	337	21	1020253812		0	1020253841	679	"Подполе 1 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204942	1204972	1204971	1020258908	18	337	21	1020260150		2	1020260179	683	"Подполе 3 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204943	1204973	1204972	1020260180	12	490	14	1020260689		2	1020260720	684	"Подполе 3 поля 490 имеет недопустимый код """"."
rsl03_z00.dat	001204944	1204974	1204973	1020261486	18	337	21	1020262938		0	1020262967	685	"Подполе 1 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001204953	1204983	1204982	1020277488	6	020	8	1020277719		2	1020277776	694	"Подполе 3 поля 020 имеет недопустимый код """"."
rsl03_z00.dat	001204953	1204983	1204982	1020277488	8	041	10	1020277812		1	1020277828	694	"Подполе 2 поля 041 имеет недопустимый код """"."
rsl03_z00.dat	001204975	1205005	1205004	1020311664	9	080	11	1020312006		1	1020312025	716	"Подполе 2 поля 080 имеет недопустимый код """"."
rsl03_z00.dat	001204976	1205006	1205005	1020313706	13	260	15	1020314191		0	1020314234	717	"Подполе 1 поля 260 имеет недопустимый код """"."
rsl03_z00.dat	001204983	1205013	1205012	1020322655	12	300	14	1020323078		0	1020323110	724	"Подполе 1 поля 300 имеет недопустимый код """"."
rsl03_z00.dat	001204984	1205014	1205013	1020323667	10	245	12	1020323981		1	1020324041	725	"Подполе 2 поля 245 имеет недопустимый код """"."
rsl03_z00.dat	001205008	1205038	1205037	1020356073	14	504	16	1020356654		0	1020356697	749	"Подполе 1 поля 504 имеет недопустимый код """"."
rsl03_z00.dat	001205010	1205040	1205039	1020358742	19	337	22	1020359910		2	1020359939	751	"Подполе 3 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001205012	1205042	1205041	1020361407	19	337	22	1020362734		0	1020362761	753	"Подполе 1 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001205023	1205053	1205052	1020375052	8	080	10	1020375333		1	1020375349	764	"Подполе 2 поля 080 имеет недопустимый код """"."
rsl03_z00.dat	001205030	1205060	1205059	1020384147	11	260	13	1020384557		0	1020384594	771	"Подполе 1 поля 260 имеет недопустимый код """"."
rsl03_z00.dat	001205036	1205066	1205065	1020391590	17	337	20	1020392282		0	1020392311	777	"Подполе 1 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001205037	1205067	1205066	1020392312	13	500	15	1020392815		2	1020392850	778	"Подполе 3 поля 500 имеет недопустимый код """"."
rsl03_z00.dat	001205041	1205071	1205070	1020397624	9	100	11	1020397932		1	1020397952	782	"Подполе 2 поля 100 имеет недопустимый код """"."
rsl03_z00.dat	001205041	1205071	1205070	1020397624	13	490	15	1020398124		3	1020398162	782	"Подполе 4 поля 490 имеет недопустимый код """"."
rsl03_z00.dat	001205049	1205079	1205078	1020408321	11	260	13	1020408718		1	1020408758	790	"Подполе 2 поля 260 имеет недопустимый код """"."
rsl03_z00.dat	001205055	1205085	1205084	1020416695	21	337	24	1020418459		2	1020418488	796	"Подполе 3 поля 337 имеет недопустимый код """"."
rsl03_z00.dat	001205061	1205091	1205090	1020424965	9	245	11	1020425292		0	1020425310	802	"Подполе 1 поля 245 имеет недопустимый код """"."
rsl03_z00.dat	001205072	1205102	1205101	1020439536	21	336	24	1020440834		0	1020440863	813	"Подполе 1 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001205075	1205105	1205104	1020444123	18	336	21	1020445407		0	1020445436	816	"Подполе 1 поля 336 имеет недопустимый код """"."
rsl03_z00.dat	001206622	1206652	1206651	1023681605	18	710	20	1023682980		2	1023683215	820	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001206623	1206653	1206652	1023683389	19	710	21	1023685116		2	1023685351	821	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001237955	1237985	1237984	1089971128	19	710	21	1089973404		2	1089973640	823	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001237956	1237986	1237985	1089973786	22	710	24	1089975937		2	1089976173	824	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001264462	1264492	1264491	1145186623	16	710	18	1145188359		3	1145188583	825	"Подполе 4 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001284771	1284801	1284800	1188434541	10	111	12	1188434876		3	1188435351	827	"Подполе 4 поля 111 имеет недопустимый код """"."
rsl03_z00.dat	001310390	1310435	1310434	1243676381	19	710	21	1243678424		2	1243678660	828	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001316542	1316573	1316572	1256873984	23	710	25	1256876166		2	1256876401	829	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001338636	1338667	1338666	1304096746	23	710	25	1304099950		1	1304100169	830	"Подполе 2 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001344571	1344635	1344634	1316980188	20	710	22	1316982993		2	1316983219	831	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001349719	1349766	1349765	1327859316	19	710	21	1327860651		2	1327860891	832	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001349720	1349767	1349766	1327861037	20	710	22	1327862780		2	1327863020	833	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001357627	1357836	1357835	1346181566	19	710	21	1346185378		1	1346185506	834	"Подполе 2 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001376488	1377126	1377125	1391769519	18	710	20	1391771753		1	1391771934	836	"Подполе 2 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001383518	1384348	1384347	1409194291	21	710	23	1409196353		2	1409196589	839	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001383616	1384449	1384448	1409450370	21	710	23	1409452689		2	1409452925	840	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001395147	1396310	1396309	1437918229	21	710	23	1437921278		2	1437921497	841	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001414180	1415432	1415431	1482364012	20	710	22	1482367100		2	1482367319	842	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001424525	1425183	1425182	1505290170	20	710	22	1505292209		2	1505292445	843	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001424673	1425327	1425326	1505664240	20	710	22	1505666430		2	1505666666	844	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl03_z00.dat	001454575	1454576	1454575	1572377816	24	710	26	1572381484		2	1572381725	845	"Подполе 3 поля 710 имеет недопустимый код """"."
rsl06_z00.dat	000143178	149885	149884	139268764	6	245	8	139268984		1	139269070	2	"Подполе 2 поля 245 имеет недопустимый код ""$""."
rsl10_z00.dat	000049344	200560	200559	98214190	4	040	6	98214341		0	98214353	12	"Подполе 1 поля 040 имеет недопустимый код ""D""."
rsl10_z00.dat	000212087	210844	210843	107453213	9	667	13	107453800		0	107453808	13	"Подполе 1 поля 667 имеет недопустимый код "" ""."
rsl10_z00.dat	000230421	229410	229409	124830832	8	667	12	124831248		1	124831265	18	"Подполе 2 поля 667 имеет недопустимый код ""B""."
rsl10_z00.dat	000240521	239616	239615	135010009	11	410	13	135010811		0	135010823	22	"Подполе 1 поля 410 имеет недопустимый код ""P""."
rsl10_z00.dat	000246018	245227	245226	140679853	8	411	10	140680284		3	140680441	25	"Подполе 4 поля 411 имеет недопустимый код ""R""."
rsl10_z00.dat	000275266	275117	275116	172600455	9	678	16	172601414		0	172601426	32	"Подполе 1 поля 678 имеет недопустимый код ""\u001d""."
rsl11_z00.dat	000152141	144292	144291	118403874	5	100	7	118404063		2	118404140	10	"Подполе 3 поля 100 имеет недопустимый код ""D""."
rsl11_z00.dat	000158668	150722	150721	124232786	4	040	6	124232943		2	124232971	14	"Подполе 3 поля 040 имеет недопустимый код ""\\""."
rsl11_z00.dat	000192101	184655	184654	159447160	10	678	15	159447820		1	159449703	22	"Подполе 2 поля 678 имеет недопустимый код ""\u0001""."
rsl11_z00.dat	000192102	184656	184655	159449707	10	678	16	159450422		1	159452305	23	"Подполе 2 поля 678 имеет недопустимый код ""\u0001""."
rsl11_z00.dat	000207739	201051	201050	178038934	10	678	16	178039667		1	178040678	27	"Подполе 2 поля 678 имеет недопустимый код "";""."
rsl11_z00.dat	000207740	201052	201051	178040684	10	678	17	178041488		1	178042499	28	"Подполе 2 поля 678 имеет недопустимый код "";""."
rsl11_z00.dat	000217481	211194	211193	189317963	7	500	9	189318222		0	189318234	30	"Подполе 1 поля 500 имеет недопустимый код ""D""."
rsl11_z00.dat	000223093	217033	217032	195894441	11	678	16	195895250		0	195895262	31	"Подполе 1 поля 678 имеет недопустимый код ""$""."
rsl11_z00.dat	000223094	217034	217033	195897150	11	678	16	195897957		0	195897969	32	"Подполе 1 поля 678 имеет недопустимый код ""$""."
rsl11_z00.dat	000225347	219427	219426	198699055	15	400	17	198699810		1	198699846	34	"Подполе 2 поля 400 имеет недопустимый код ""L""."
rsl11_z00.dat	000257437	252628	252627	234592605	8	678	13	234593232		0	234593244	43	"Подполе 1 поля 678 имеет недопустимый код ""\u0014""."
rsl11_z00.dat	000268162	263841	263840	246714061	6	400	8	246714312		0	246714322	46	"Подполе 1 поля 400 имеет недопустимый код """"."
rsl11_z00.dat	000269790	265484	265483	248356278	6	065	11	248356642		0	248356654	47	"Подполе 1 поля 065 имеет недопустимый код ""D""."
rsl11_z00.dat	000295516	291860	291859	275537590	7	678	12	275538209		0	275538221	51	"Подполе 1 поля 678 имеет недопустимый код ""\u0014""."
rsl11_z00.dat	000298462	294882	294881	278708690	7	678	12	278709303		0	278709315	52	"Подполе 1 поля 678 имеет недопустимый код ""\u0014""."
rsl11_z00.dat	000316193	313114	313113	298069865	7	678	12	298070354		0	298070366	60	"Подполе 1 поля 678 имеет недопустимый код ""\u0014""."
rsl11_z00.dat	000317165	314137	314136	299236118	8	400	10	299236447		1	299236483	61	"Подполе 2 поля 400 имеет недопустимый код ""D""."
rsl11_z00.dat	000317793	314782	314781	299957003	7	500	9	299957337		0	299957349	62	"Подполе 1 поля 500 имеет недопустимый код ""D""."
rsl11_z00.dat	000318699	315731	315730	301040202	8	678	14	301040708		0	301040720	63	"Подполе 1 поля 678 имеет недопустимый код ""D""."
rsl11_z00.dat	000328192	326662	326661	313721527	6	500	8	313721771		2	313721817	67	"Подполе 3 поля 500 имеет недопустимый код ""F""."
rsl11_z00.dat	000329704	328266	328265	315676154	7	500	9	315676456		0	315676468	72	"Подполе 1 поля 500 имеет недопустимый код """"."
rsl11_z00.dat	000329704	328266	328265	315676154	7	500	9	315676456		1	315676469	72	"Подполе 2 поля 500 имеет недопустимый код ""Ð""."
rsl11_z00.dat	000108507	330762	330761	318896523	7	500	9	318896820		3	318896908	73	"Подполе 4 поля 500 имеет недопустимый код ""C""."
rsl11_z00.dat	000340377	340066	340065	331434160	5	100	7	331434349		2	331434415	79	"Подполе 3 поля 100 имеет недопустимый код "">""."
